rowid,toi,toipfx,tid,ctoi_alias,pl_pnum,tfopwg_disp,rastr,ra,decstr,dec,st_pmra,st_pmrasymerr,st_pmdec,st_pmdecsymerr,pl_tranmid,pl_tranmidsymerr,pl_orbper,pl_orbpersymerr,pl_trandurh,pl_trandurhsymerr,pl_trandep,pl_trandepsymerr,pl_rade,pl_radesymerr,pl_insol,pl_insolsymerr,pl_eqt,pl_eqtsymerr,st_tmag,st_tmagsymerr,st_dist,st_distsymerr,st_teff,st_teffsymerr,st_logg,st_loggsymerr,st_rad,st_radsymerr,toi_created,rowupdate,ra_error,dec_error,st_pmra_error,st_pmdec_error,pl_tranmid_error,pl_orbper_error,pl_trandurh_error,pl_trandep_error,pl_rade_error,pl_insol_error,pl_eqt_error,st_tmag_error,st_dist_error,st_teff_error,st_logg_error,st_rad_error
59,1051.01,1051,259863352,259863352.01,1,FA,02h41m27.83s,40.365939,-71d27m45.9s,-71.462749,168.17,1.0,-56.04,1.0,2458657.736625,1,21.701669,1,8.2676424,1,211.6567325,1,2.3751494,1,52.095,,685.2,,7.1278,1,53.19149,1,5625.0,1,4.438,1,1.56486,1,2019-08-16 20:20:45,2024-09-17 10:08:02,,,2.0,2.0,0.007425,0.0095323,0.5088978,25.132692,0.6983451,,,0.006,,80.0,,0.186629
60,1052.01,1052,317060587,317060587.01,1,CP,22h30m02.47s,337.510274,-75d38m47.62s,-75.646561,-63.327,1.0,-1.942,1.0,2458332.941229,1,9.139804,1,3.0912936,1,358.4157801,1,3.0629855,1,243.011763,,1006.9932829,,9.0197,1,129.804,1,5958.2,1,4.34,1,1.58,1,2019-08-16 20:20:47,2023-07-24 12:03:31,,,0.046,0.044,0.002642,0.0001109,0.6627002,33.721474,2.8175755,,,0.006,0.5575,76.0,0.12,0.165123
61,1053.01,1053,112395568,112395568.01,1,FP,19h23m54.51s,290.977117,-33d21m05.1s,-33.351416,-18.692,1.0,-8.192,1.0,2458657.999179,1,5.742625,1,2.860293,1,1105.760867,1,13.088532,1,,,,,8.8849,1,263.729,1,5664.0,1,3.26574,1,3.86959,1,2019-08-16 20:20:42,2024-09-19 10:08:01,,,0.065,0.059,0.001553,0.000621,0.230499,87.92673,3.636668,,,0.006,2.8735,188.0,0.355261,0.644568
62,1054.01,1054,366989877,366989877.01,1,CP,20h08m27.4s,302.114174,-54d19m03s,-54.317501,1.594,1.0,-15.903,1.0,2460122.700139,1,15.5077855,1,4.565,1,513.0,1,2.43432,1,88.0718,,853.0,,8.4362,1,88.4343,1,6122.0,1,4.30881,1,1.17,1,2019-08-16 20:20:48,2023-09-14 16:02:01,,,0.054,0.049,0.019948,0.0002372,0.427,25.4443,0.142957,,,0.006,0.28175,194.0,0.268555,0.05
63,1055.01,1055,320004517,320004517.01,1,CP,19h33m08.79s,293.286615,-54d31m57.82s,-54.532728,108.439,1.0,-82.632,1.0,2458661.062711,1,17.4713078,1,4.4284819,1,1199.7541483,1,3.5766828,1,53.3700317,,689.3568807,,8.0888,1,57.2651,1,5783.54,1,4.49925,1,0.974669,1,2019-08-16 20:20:47,2024-10-01 10:08:01,,,0.074,0.052,0.000867,1.76e-05,0.0990118,28.872627,0.2409907,,,0.006,0.18695,7.82429,0.019231,0.0546984
64,1056.01,1056,421894914,421894914.01,1,PC,22h37m02.09s,339.258703,-76d55m03.38s,-76.917605,9.716,1.0,-20.168,1.0,2458326.062424,1,5.3079507,1,3.2158594,1,391.3830934,1,3.0486928,1,603.2401116,,1263.9861129,,9.6663,1,168.354,1,6124.3,1,4.38,1,1.36963,1,2019-08-16 20:20:50,2024-03-14 16:54:32,,,0.041,0.044,0.001997,1.91e-05,0.2920944,26.766296,0.3630359,,,0.006,0.6765,83.0,0.16,0.0633668
65,1057.01,1057,323132914,323132914.01,1,PC,08h31m59.26s,127.996917,-78d24m27.23s,-78.407564,117.721,1.0,-24.565,1.0,2458607.350901,1,51.1701501,1,6.6641048,1,851.4547808,1,2.9366826,1,11.2148229,,466.7322968,,9.4091,1,98.2855,1,5599.0,1,4.46138,1,0.943356,1,2019-08-16 20:20:47,2024-12-05 16:02:02,,,0.081,0.076,0.00308,0.0001962,0.2877187,36.121876,0.26575,,,0.006,0.26725,187.0,0.26998,0.0456583
66,1058.01,1058,31553893,31553893.01,1,PC,19h15m38.83s,288.911772,-31d47m26.93s,-31.790813,3.226,1.0,-16.323,1.0,2458663.023129,1,11.1296441,1,7.0473822,1,951.6169809,1,12.8402271,1,1255.6817164,,1518.2372485,,9.3781,1,338.831,1,5785.0,1,4.344,1,3.4475601,1,2019-08-16 20:20:41,2024-04-25 10:08:01,,,0.082,0.067,0.004563,6.03e-05,0.3110119,60.711002,0.8162001,,,0.007,6.705,189.0,2.00356,0.174417
67,1059.01,1059,380783252,380783252.01,1,PC,17h58m51.48s,269.714503,-60d55m21.82s,-60.922727,4.297,1.0,-207.409,1.0,2460106.337519,1,9.4496506,1,2.021,1,19750.0,1,17.0216,1,38.5799,,694.0,,9.7825,1,98.8783,1,5509.0,1,4.39758,1,0.94,1,2019-08-16 20:20:49,2023-10-16 16:02:02,,,0.037,0.034,0.000382,2.8e-06,0.027,16.7663,1.10249,,,0.006,0.4197,186.0,2.00408,0.06
68,106.01,106,38846515,38846515.01,1,KP,04h35m50.36s,68.959816,-64d01m37.34s,-64.027039,10.845,1.0,-0.499,1.0,2460201.638583,1,2.8493825,1,3.567,1,8049.0,1,16.3869,1,2005.83,,1864.0,,10.3157,1,364.411,1,6900.0,1,4.438,1,1.77,1,2019-05-07 17:42:35,2023-11-16 16:02:02,,,0.035,0.052,0.000127,3e-07,0.053,25.0232,0.734704,,,0.006,2.729,,,0.08
69,1060.01,1060,101230735,101230735.01,1,APC,19h57m09.84s,299.290995,-48d56m04.11s,-48.934476,2.224,1.0,-14.604,1.0,2460149.536226,1,2.0685633,1,0.373,1,502.0,1,3.89739,1,24.409,,619.0,,9.6652,1,128.491,1,5687.9,1,4.6,1,1.14,1,2019-08-16 20:20:42,2023-10-16 16:02:02,,,0.286,0.228,0.001995,4e-06,0.065,169.202,0.417306,,,0.006,3.3745,76.0,0.12,0.07
70,1061.01,1061,253990973,253990973.01,1,FP,18h58m45.34s,284.688908,-41d14m32.94s,-41.242483,24.978,1.0,-71.79,1.0,2458654.253249,1,0.540933,1,1.674337,1,257.347459,1,2.28501,1,,,,,9.7345,1,133.171,1,5525.0,1,4.25342,1,1.21935,1,2019-08-16 20:20:44,2021-10-29 12:59:15,,,0.089,0.091,0.003078,0.000107,0.329757,27.641214,0.57323,,,0.006,0.6935,186.0,0.29667,0.16458
71,1062.01,1062,299799658,299799658.01,1,CP,02h32m29.03s,38.120968,-78d01m25.26s,-78.023683,107.847,1.0,30.732,1.0,2460177.200429,1,4.1150576,1,1.08,1,487.0,1,2.30057,1,77.3573,,826.0,,9.478,1,82.1733,1,5394.0,1,4.50942,1,0.89,1,2019-08-16 20:20:47,2023-10-16 16:02:02,,,0.045,0.042,0.001332,5.6e-06,0.323,50.8548,0.16833,,,0.006,0.1632,185.0,0.276077,0.05
72,1063.01,1063,406976746,406976746.01,1,PC,15h22m13.32s,230.555493,-83d03m22.37s,-83.056214,-89.125,1.0,-9.6,1.0,2458629.391681,1,10.0665238,1,2.4023189,1,839.9044871,1,2.7272824,1,54.8791715,,694.1792631,,9.0689,1,61.1201,1,5552.0,1,4.61783,1,0.791742,1,2019-08-16 20:20:49,2025-07-09 16:00:02,,,0.041,0.044,0.001492,2.37e-05,0.1599323,47.550835,0.2128311,,,0.006,0.1009,187.0,0.263463,0.0453065
73,1064.01,1064,79748331,79748331.01,1,CP,19h44m00.94s,296.003935,-47d33m43.31s,-47.56203,-3.457,1.0,-100.891,1.0,2458656.668478,1,6.4438657,1,1.9309449,1,1121.9512275,1,2.460344,1,60.831305,,712.2812841,,10.0059,1,68.0726,1,4803.0,1,4.52079,1,0.737189,1,2019-08-16 20:20:42,2024-04-25 10:08:01,,,0.124,0.072,0.001185,1.65e-05,0.3014965,76.157646,1.638728,,,0.006,0.362,178.0,2.00348,0.0567035
74,1064.02,1064,79748331,79748331.02,2,CP,19h44m00.94s,296.003935,-47d33m43.31s,-47.56203,-3.457,1.0,-100.891,1.0,2458664.490132,1,12.2265595,1,2.1904379,1,1206.3693293,1,2.6014766,1,25.8970378,,575.3502049,,10.0059,1,68.0726,1,4803.0,1,4.52079,1,0.737189,1,2019-08-16 20:20:42,2024-04-25 10:08:01,,,0.124,0.072,0.001696,2.69e-05,0.4219775,86.60944,1.7533404,,,0.006,0.362,178.0,2.00348,0.0567035
75,1065.01,1065,7088246,7088246.01,1,KP,19h05m28.02s,286.36675,-50d04m02.46s,-50.06735,7.315,1.0,-0.862,1.0,2458654.347994,1,2.160344,1,1.828854,1,19357.992992,1,22.503541,1,,,,,13.2851,1,639.004,1,5780.0,1,4.32928,1,1.2,1,2019-08-16 20:20:41,2021-10-29 12:59:15,,,0.037,0.029,0.002094,0.000276,0.14481,1487.6189,17.500204,,,0.006,9.4715,,,
76,1066.01,1066,201604954,201604954.01,1,KP,19h00m23.16s,285.096517,-54d53m36.03s,-54.893341,3.99,1.0,-37.19,1.0,2458657.832537,1,4.606184,1,3.121643,1,13793.034867,1,12.962219,1,,,,,11.9707,1,353.891,1,5670.0,1,4.3925,1,1.07,1,2019-08-16 20:20:44,2021-10-29 12:59:15,,,0.054,0.042,0.001239,0.000392,0.078877,1031.5532,0.582183,,,0.006,4.919,,,
77,1067.01,1067,201642601,201642601.01,1,KP,19h14m41.28s,288.672005,-59d34m45.66s,-59.57935,3.125,1.0,6.146,1.0,2458656.987874,1,3.1316735,1,2.4579197,1,14915.6943722,1,9.4995191,1,148.6544991,,890.5622134,,13.1686,1,263.609,1,4351.0,1,4.438,1,0.76701,1,2019-08-16 20:20:44,2024-03-14 16:54:32,,,0.031,0.029,0.000501,3.3e-06,0.0815638,307.91364,0.3442331,,,0.006,1.659,167.0,,
78,1068.01,1068,6663331,6663331.01,1,KP,18h57m35.94s,284.399762,-49d08m18.65s,-49.138513,11.096,1.0,-5.764,1.0,2458656.633231,1,3.180362,1,2.111521,1,21192.463324,1,13.446487,1,,,,,13.2887,1,535.383,1,5498.0,1,4.47934,1,0.92,1,2019-08-16 20:20:41,2021-10-29 12:59:15,,,0.044,0.042,0.001251,0.000247,0.106258,682.47424,0.600679,,,0.006,7.8145,,,
79,1069.01,1069,31858843,31858843.01,1,KP,19h17m55.01s,289.479212,-32d51m36.45s,-32.860124,-16.778,1.0,-31.803,1.0,2460147.378764,1,2.9776446,1,2.962,1,13022.0,1,14.4339,1,758.324,,1461.0,,10.4293,1,197.996,1,5703.0,1,4.25824,1,1.22,1,2019-08-16 20:20:41,2023-10-16 16:02:02,,,0.108,0.089,0.000256,8e-07,0.099,123.052,0.765765,,,0.006,3.038,188.0,0.298282,0.06
80,107.01,107,92352620,92352620.01,1,KP,20h55m07.98s,313.783239,-34d08m08.7s,-34.135751,26.376,1.0,-44.947,1.0,2460176.993334,1,3.9502008,1,4.444,1,13914.0,1,20.5357,1,1009.38,,1570.0,,9.6433,1,211.211,1,6153.0,1,4.18077,1,1.71,1,2018-09-05 18:49:20,2023-11-15 16:02:02,,,0.078,0.059,0.000449,2.6e-06,0.046,95.9899,0.899664,,,0.006,2.4835,,,0.07
81,1070.01,1070,31858844,31858844.01,1,FP,19h17m54.85s,289.478541,-32d51m40.78s,-32.861327,,,,,2458655.579241,1,2.9776152,1,3.25697,1,43218.111683,1,26.88423,1,873.27,,1386.5,,15.7114,1,,1,5740.0,1,4.29219,1,1.28,1,2019-08-16 20:20:41,2021-10-29 12:59:15,,,,,0.000532,9.78e-05,0.030226,416.72778,0.196978,,,0.023,,,,
82,1071.01,1071,120247528,120247528.01,1,KP,18h40m44.2s,280.184169,-58d27m33.8s,-58.459388,-27.094,1.0,-30.897,1.0,2458655.394059,1,3.5544026,1,2.0550535,1,10164.8753396,1,13.200677,1,515.0014435,,1214.9876435,,11.5803,1,290.198,1,5639.0,1,4.37172,1,1.11499,1,2019-08-16 20:20:42,2025-08-29 16:00:02,,,0.052,0.048,0.000376,2e-06,0.0377042,290.74887,0.7620152,,,0.006,2.937,188.0,2.00387,0.0591758
83,1072.01,1072,140830390,140830390.01,1,FP,05h02m30.55s,75.627307,-72d54m50.39s,-72.913998,1.679,1.0,32.797,1.0,2459211.732146,1,12.8379689,1,9.8464123,1,10539.0192794,1,25.4886382,1,374.129,,1225.0,,11.7106,1,703.878,1,5765.0,1,4.34773,1,2.4494,1,2019-08-16 20:20:43,2021-10-29 12:59:15,,,0.043,0.04,0.002195,0.0031236,0.1878411,361.00934,1.376776,,,0.006,10.696,189.0,2.00358,0.11699
84,1073.01,1073,158297421,158297421.01,1,CP,19h09m56.26s,287.484402,-49d39m53.79s,-49.664942,3.827,1.0,4.878,1.0,2459036.472812,1,3.9228016,1,1.8736007,1,31510.9004906,1,13.3368705,1,91.167589,,788.0973496,,13.6699,1,300.67,1,4444.0,1,4.438,1,0.6983,1,2019-08-16 20:20:43,2021-12-09 10:10:02,,,0.058,0.038,0.001293,1.22e-05,0.0798146,1047.8658,0.4312808,,,0.006,3.806,168.0,,
85,1074.01,1074,327301957,327301957.01,1,PC,20h43m02.64s,310.761004,-72d00m36.96s,-72.010267,20.031,1.0,42.175,1.0,2458662.652685,1,13.9428705,1,3.7522756,1,1015.395543,1,2.4233421,1,28.0927293,,587.1759148,,10.6339,1,107.356,1,5206.0,1,4.63095,1,0.741671,1,2019-08-16 20:20:47,2024-09-19 10:08:01,,,0.042,0.054,0.003188,5.85e-05,0.6019145,87.93079,1.1757723,,,0.006,0.408,183.0,0.280579,0.0479724
86,1075.01,1075,351601843,351601843.01,1,CP,20h39m53.09s,309.971209,-65d26m58.92s,-65.449699,-99.737,1.0,-59.95,1.0,2458654.249503,1,0.6047392,1,1.0403847,1,1027.6833479,1,1.8625587,1,528.0253155,,1222.5973095,,11.1186,1,61.4592,1,4046.0,1,4.60963,1,0.580337,1,2019-08-16 20:20:48,2024-09-09 10:08:01,,,0.023,0.039,0.000554,5.6e-06,0.2214539,64.46101,1.4926332,,,0.007,0.09435,170.0,0.230678,0.0172756
87,1076.01,1076,360742636,360742636.01,1,KP,19h38m32.09s,294.633694,-55d19m48.97s,-55.330269,5.382,1.0,-38.112,1.0,2458654.163257,1,2.5495611,1,2.6173308,1,14921.4021936,1,12.9171288,1,757.1284067,,1337.8645148,,11.2474,1,248.46,1,5659.0,1,4.44653,1,1.03997,1,2019-08-16 20:20:48,2024-09-09 10:08:01,,,0.051,0.047,0.000119,7e-07,0.0193336,81.960434,0.6510275,,,0.006,2.1455,,,0.0519397
88,1077.01,1077,369960846,369960846.01,1,PC,11h35m14.59s,173.810798,-88d05m46.37s,-88.096213,-22.788,1.0,9.977,1.0,2458654.102739,1,1.6062693,1,1.9561305,1,16725.3019333,1,12.6436029,1,844.2700581,,1374.8018137,,13.461,1,463.683,1,5192.0,1,4.4617,1,0.984326,1,2019-08-16 20:20:48,2024-03-14 16:54:32,,,0.032,0.031,0.000206,1e-06,0.0446816,216.14401,0.3239791,,,0.006,3.3225,182.0,2.00368,
89,1078.01,1078,370133522,370133522.01,1,CP,20h27m42.88s,306.928646,-56d27m44.23s,-56.462287,424.414,1.0,-1230.62,1.0,2458654.10332,1,0.5182425,1,0.8565249,1,831.8920424,1,1.3485121,1,255.1405815,,1019.3295979,,10.1165,1,20.373,1,3325.0,1,4.88693,1,0.390989,1,2019-08-16 20:20:48,2024-09-09 10:08:01,,,0.073,0.073,0.000362,4.2e-06,0.0753501,40.76848,0.0900143,,,0.007,0.0192,102.0,0.098941,0.0117402
90,1079.01,1079,379240073,379240073.01,1,PC,18h52m28.68s,283.119492,-55d23m16.54s,-55.387928,-1.479,1.0,-2.677,1.0,2458656.380357,1,3.1644075,1,2.0576293,1,5603.4635466,1,14.8814743,1,2206.1550476,,1747.9490013,,13.1284,1,1179.27,1,6519.0,1,4.22068,1,1.7234,1,2019-08-16 20:20:49,2024-02-29 10:08:02,,,0.049,0.043,0.00199,1.22e-05,0.2198119,592.0081,1.1265037,,,0.006,45.91,194.0,,
91,108.01,108,289793076,289793076.01,1,KP,21h07m50.76s,316.96148,-26d05m48.19s,-26.09672,3.479,1.0,-10.313,1.0,2458328.08383,1,3.0440541,1,2.5984575,1,22236.0165376,1,12.1086799,1,315.9871326,,1075.3184542,,13.163,1,421.855,1,5523.0,1,4.52192,1,0.809868,1,2018-09-05 18:49:20,2021-10-29 12:59:15,,,0.063,0.038,0.000439,4.3e-06,0.0611654,490.51093,0.2679916,,,0.01,8.339,,,
92,1080.01,1080,161032923,161032923.01,1,PC,18h25m28.4s,276.368325,-52d12m52.46s,-52.214573,-270.293,1.0,-69.552,1.0,2458654.060577,1,3.9652485,1,1.0112593,1,3680.7544436,1,1.2305102,1,5.2829448,,386.6684768,,12.7067,1,25.559,1,3296.0,1,4.96636,1,0.199988,1,2019-08-16 20:20:43,2024-04-25 10:08:01,,,0.107,0.109,0.001219,1.22e-05,0.5740471,458.06815,1.0583848,,,0.007,0.0541,64.0,0.407584,0.0059812
93,1081.01,1081,253728991,253728991.01,1,PC,18h48m33.7s,282.140409,-40d06m42.37s,-40.11177,-5.214,1.0,-5.918,1.0,2458654.026119,1,2.98278,1,3.109528,1,6136.231662,1,11.467011,1,,,,,11.5247,1,354.05,1,6027.0,1,4.29978,1,1.23975,1,2019-08-16 20:20:44,2021-10-29 12:59:15,,,1.083,1.083,0.002567,0.000442,0.110696,315.89865,11.475316,,,0.006,,192.0,2.0042,1.23975
94,1082.01,1082,261108236,261108236.01,1,PC,05h33m06.19s,83.275809,-80d48m55.72s,-80.815478,-10.282,1.0,45.685,1.0,2458626.085696,1,16.3469053,1,3.5865698,1,2212.4257252,1,3.5059571,1,8.9995944,,441.7489067,,11.8835,1,100.248,1,4310.0,1,4.57345,1,0.649613,1,2019-08-16 20:20:45,2024-03-11 10:08:02,,,0.042,0.05,0.003152,5.04e-05,0.2242998,107.20914,0.3785092,,,0.006,0.25385,173.0,0.230511,0.0616131
95,1083.01,1083,322270620,322270620.01,1,PC,19h47m17.33s,296.822194,-87d19m22.12s,-87.32281,-82.691,1.0,-290.716,1.0,2458627.915974,1,12.9802953,1,2.5034417,1,2407.2608671,1,2.4241912,1,4.7341229,,376.2093904,,12.0936,1,68.9109,1,3614.0,1,4.81257,1,0.491323,1,2019-08-16 20:20:47,2024-12-05 16:02:02,,,0.045,0.055,0.002201,3.43e-05,0.8578907,199.78712,1.6760336,,,0.007,0.125,64.0,0.359456,0.0146852
96,1084.01,1084,380589029,380589029.01,1,KP,17h55m33.77s,268.890707,-61d44m50.64s,-61.7474,1.031,1.0,-17.577,1.0,2458653.973305,1,1.3484961,1,2.4074261,1,18463.7636682,1,15.8824638,1,2706.9606225,,1839.6713042,,12.2851,1,494.182,1,6346.0,1,4.38484,1,1.14759,1,2019-08-16 20:20:49,2024-09-09 10:08:01,,,0.04,0.041,0.00013,6e-07,0.0218727,122.78925,0.8602182,,,0.006,12.174,,,0.061613
97,1085.01,1085,381979901,381979901.01,1,APC,05h10m25.3s,77.605399,-59d32m08.39s,-59.535664,1.584,1.0,17.711,1.0,2460041.175097,1,3.2541181,1,4.341,1,13620.0,1,14.9476,1,1436.45,,,,11.6577,1,444.066,1,6102.0,1,4.28649,1,1.28,1,2019-08-16 20:20:49,2023-07-12 16:02:01,,,1.171,1.171,0.00086,8e-07,0.018,0.118046,,,,0.006,,193.0,2.00486,
98,1086.01,1086,468148930,468148930.01,1,PC,20h22m16.76s,305.56982,-88d34m06.58s,-88.568495,16.867,1.0,-14.683,1.0,2458655.291499,1,3.7178828,1,5.5277827,1,4864.8405125,1,14.6986197,1,1925.1426172,,1689.4116185,,12.2303,1,736.397,1,5818.0,1,4.33787,1,2.0840001,1,2019-08-16 20:20:50,2024-04-25 10:08:01,,,0.035,0.035,0.000741,4.1e-06,0.1120406,79.77315,0.8573183,,,0.006,11.06,190.0,2.00353,0.106131
99,1087.01,1087,426077080,426077080.01,1,FP,15h52m00.24s,238.001011,-76d29m36.56s,-76.49349,-5.338,1.0,-9.267,1.0,2458630.77194,1,9.30992,1,3.464,1,2220.0,1,14.2968,1,215.208,,1067.0,,9.4142,1,416.25,1,6907.0,1,3.63,1,3.09,1,2019-08-06 19:30:24,2021-10-29 12:59:15,,,0.041,0.054,0.0028,0.00209,0.232,1.39456,0.777875,,,0.006,5.019,135.5,0.09,0.14
100,1088.01,1088,343648136,343648136.01,1,FA,18h09m14.73s,272.311383,-76d18m03.44s,-76.300955,-23.549,1.0,-45.079,1.0,2458626.38955,1,1.15395,1,2.236,1,1550.0,1,5.48364,1,3534.3,,2148.0,,10.4613,1,240.901,1,6093.0,1,4.2,1,1.4,1,2019-08-06 19:30:24,2021-10-29 12:59:15,,,0.047,0.054,0.00222,0.00017,0.103,1.67219,0.324737,,,0.006,1.98,131.0,0.08,0.07
101,1089.01,1089,129319156,129319156.01,1,FP,15h15m22.33s,228.84306,-52d53m09.56s,-52.885989,-10.161,1.0,-5.871,1.0,2458643.10264,1,4.73703,1,3.902,1,2410.0,1,25.7144,1,53821.0,,4243.0,,10.3918,1,778.127,1,11600.0,1,4.13,1,2.48,1,2019-08-06 19:30:00,2021-10-29 12:59:15,,,0.125,0.125,0.00488,0.00453,0.481,1380.87,10.2479,,,0.01,35.06,368.2,0.07,0.13
102,109.01,109,29344935,29344935.01,1,KP,20h52m51.71s,313.215475,-25d41m14.55s,-25.687376,1.053,1.0,-9.881,1.0,2458326.127479,1,2.76676,1,2.6872178,1,14947.4387827,1,12.2867389,1,505.8840075,,1209.5741229,,13.2366,1,513.011,1,5346.0,1,4.48823,1,0.984866,1,2018-09-05 18:34:19,2024-09-09 10:08:01,,,0.052,0.029,0.000478,2.5e-06,0.0726354,290.84625,0.3063938,,,0.007,9.1275,,,
103,1090.01,1090,361034196,361034196.01,1,FP,16h08m03.92s,242.016315,-68d35m19.8s,-68.588832,5.989,1.0,2.514,1.0,2458628.96316,1,2.19296,1,4.586,1,4933.74,1,22.7769,1,31883.5,,3722.0,,10.0196,1,566.502,1,7009.8,1,3.6,1,2.95,1,2019-08-06 19:30:00,2021-10-29 12:59:15,,,0.034,0.049,0.0022,0.0003,0.079,704.212,8.69015,,,0.006,11.2155,184.2,0.61,0.16
104,1091.01,1091,193413306,193413306.01,1,PC,14h48m24.27s,222.101134,-56d01m33.35s,-56.025931,-4.775,1.0,-15.261,1.0,2459359.55521,1,1.725841,1,3.674,1,2710.0,1,15.0024,1,50469.2,,4175.0,,9.3529,1,321.671,1,7348.0,1,3.9,1,2.39,1,2019-08-06 19:29:59,2024-09-09 10:08:01,,,0.076,0.068,0.003007,1.65e-05,0.322,181.13,3.57813,,,0.006,3.7845,133.8,0.09,0.09
105,1092.01,1092,387079085,387079085.01,1,FP,14h28m05.49s,217.022882,-64d38m03.43s,-64.634285,-49.039,1.0,-21.072,1.0,2458601.38096,1,1.1923,1,3.119,1,3730.0,1,30.666,1,40771.2,,3958.0,,9.0039,1,209.919,1,6534.0,1,3.95,1,2.04,1,2019-08-06 19:29:59,2021-10-29 12:59:15,,,0.037,0.055,0.00061,3e-05,0.024,297.774,4.10377,,,0.006,1.7045,136.4,0.09,0.09
106,1093.01,1093,382331352,382331352.01,1,FP,14h23m13.26s,215.805264,-63d02m45.54s,-63.045983,-3.135,1.0,-4.442,1.0,2458601.33791,1,11.47606,1,6.083,1,3050.0,1,,1,,,,,10.0067,1,1710.22,1,,1,,1,,1,2019-08-06 19:29:59,2021-10-29 12:59:15,,,0.134,0.203,0.00465,0.00162,0.44,1149.79,,,,0.168,633.01,,,
107,1094.01,1094,136274063,136274063.01,1,APC,15h21m59.72s,230.498827,-53d49m10.56s,-53.819601,-2.718,1.0,-4.896,1.0,2459360.160536,1,0.5971314,1,0.468,1,910.0,1,9.08382,1,1596.43,,1760.0,,9.9806,1,426.003,1,7710.0,1,3.98,1,2.28,1,2019-08-06 19:29:59,2022-10-05 10:10:01,,,0.102,0.092,0.001302,1.4e-06,0.109,12.7147,0.96597,,,0.007,9.675,140.2,0.08,0.09
108,1095.01,1095,375223080,375223080.01,1,PC,08h55m52.55s,133.968965,-75d55m34.27s,-75.926187,-4.136,1.0,11.358,1.0,2459307.385949,1,1.4821386,1,2.1867078,1,2102.6568299,1,13.7339261,1,18197.1354531,,2962.2418039,,10.4291,1,582.521,1,7066.0,1,3.78,1,2.6647301,1,2019-08-12 16:22:54,2024-12-05 16:02:02,,,0.04,0.042,0.000265,1.4e-06,0.0338256,30.643518,0.5647548,,,0.006,7.7425,133.7,0.09,0.10601
109,1096.01,1096,375225453,375225453.01,1,FP,08h55m18.4s,133.826684,-73d10m23.91s,-73.173308,-21.883,1.0,19.084,1.0,2459307.93577,1,0.9209526,1,1.8602735,1,360.8801529,1,5.7349089,1,32740.3629399,,3430.7622437,,10.11,1,490.288,1,6553.0,1,3.65,1,2.8908899,1,2019-08-12 16:22:54,2021-10-29 12:59:15,,,0.034,0.046,0.002752,0.0001855,0.4647613,42.466145,4.2950416,,,0.006,5.048,136.4,0.09,0.125277
110,1097.01,1097,360630575,360630575.01,1,CP,12h39m06.21s,189.775859,-74d34m26.47s,-74.57402,-50.359,1.0,-6.874,1.0,2459376.410518,1,9.188506,1,2.492,1,460.0,1,2.16591,1,63.4589,,786.0,,8.7215,1,79.5561,1,5876.0,1,4.48,1,0.98,1,2019-08-12 16:22:54,2024-09-10 10:08:02,,,0.039,0.04,0.001678,2.88e-05,0.153,0.427735,0.121765,,,0.006,0.14855,124.0,0.08,0.04
111,1097.02,1097,360630575,360630575.02,2,CP,12h39m06.21s,189.775859,-74d34m26.47s,-74.57402,-50.359,1.0,-6.874,1.0,2459344.461827,1,13.9028391,1,2.1264429,1,647.2701039,1,2.6136848,1,77.4841883,,756.6987586,,8.7215,1,79.5561,1,5876.0,1,4.48,1,0.983215,1,2022-03-24 22:19:26,2023-03-03 12:03:04,,,0.039,0.04,0.00261,0.0013871,0.4109736,70.93129,1.333298,,,0.006,0.14855,124.0,0.08,0.0449925
112,1098.01,1098,383390264,383390264.01,1,CP,12h50m21.43s,192.589285,-88d07m16s,-88.121111,-18.776,1.0,-18.086,1.0,2458629.909082,1,10.1826983,1,2.8275109,1,667.4752458,1,3.0538057,1,198.394783,,957.1991659,,8.7581,1,105.096,1,6153.0,1,4.34814,1,1.14582,1,2019-08-16 20:20:49,2024-02-13 10:08:02,,,0.039,0.039,0.000837,1.29e-05,0.2582998,45.255642,0.7958977,,,0.006,0.266,194.0,0.271419,0.0509699
113,1099.01,1099,290348383,290348383.01,1,CP,21h54m52.36s,328.718171,-77d20m19.69s,-77.338802,224.864,1.0,-186.625,1.0,2460140.220927,1,6.441006,1,1.812,1,914.0,1,2.56374,1,87.8902,,853.0,,7.3661,1,23.606,1,4867.0,1,4.438,1,0.8,1,2019-08-16 20:20:46,2023-12-03 12:03:15,,,0.062,0.057,0.00099,6e-06,0.505,46.8059,0.19448,,,0.006,0.0179,179.0,,0.06
114,110.01,110,281459670,281459670.01,1,KP,00h22m28.45s,5.618525,-59d56m33.32s,-59.942589,-22.309,1.0,-4.893,1.0,2458328.039934,1,3.1743504,1,2.751086,1,15457.3247576,1,14.9172256,1,718.9096994,,1320.6518234,,11.6714,1,342.14,1,5943.0,1,4.42524,1,1.15706,1,2018-11-14 15:06:55,2024-09-09 10:08:01,,,0.036,0.034,0.000227,1.7e-06,0.0309315,155.05025,0.8283901,,,0.006,2.912,,,0.0633669
